,AUA1 Comdty,AUA1 Comdty,AUA1 Comdty,AUA1 Comdty,AUA1 Comdty,AUA1 Comdty,AUA1 Comdty
,PX_Open,PX_High,PX_Low,Last_Price,Volume,FUT_CUR_GEN_TICKER,OPEN_INT
2020-08-03,436.22,436.74,432.66,434.86,204419.0,AUAZ0,226018.0
2020-08-04,434.18,436.92,433.64,435.24,142798.0,AUAZ0,229636.0
2020-08-05,435.52,448.76,435.46,442.5,381406.0,AUAZ0,248730.0
2020-08-06,447.58,451.8,444.56,449.18,305325.0,AUAZ0,244033.0
2020-08-07,451.66,457.64,451.5,454.02,320402.0,AUAZ0,245899.0
2020-08-10,454.46,454.96,446.06,449.98,290951.0,AUAZ0,241486.0
2020-08-11,450.44,453.0,437.94,447.36,311559.0,AUAZ0,242150.0
2020-08-12,430.58,431.1,420.72,425.44,277064.0,AUAZ0,237687.0
2020-08-13,421.82,423.26,418.58,421.1,285203.0,AUAZ0,236510.0
2020-08-14,420.5,432.52,420.18,426.54,368224.0,AUAZ0,240748.0
2020-08-17,425.26,429.36,422.74,426.18,288643.0,AUAZ0,242365.0
2020-08-18,429.22,438.48,429.22,434.52,348375.0,AUAZ0,247333.0
2020-08-19,440.0,440.62,429.24,435.32,403441.0,AUAZ0,246282.0
2020-08-20,434.22,434.66,419.64,426.9,433563.0,AUAZ0,241803.0
2020-08-21,420.56,424.44,418.36,421.42,309753.0,AUAZ0,240658.0
2020-08-24,419.86,421.12,415.74,418.76,326923.0,AUAZ0,238222.0
2020-08-25,422.56,427.06,418.66,420.66,231252.0,AUAZ0,235241.0
2020-08-26,419.32,420.92,418.16,419.36,205680.0,AUAZ0,233911.0
2020-08-27,417.9,425.64,417.66,422.98,320475.0,AUAZ0,232731.0
2020-08-28,423.84,430.02,418.16,423.14,430007.0,AUAZ0,229601.0
2020-08-31,425.44,428.56,424.6,426.5,274835.0,AUAZ0,231884.0
2020-09-01,426.48,431.38,425.98,428.62,251530.0,AUAZ0,232650.0
2020-09-02,430.98,431.6,425.46,428.24,263522.0,AUAZ0,228664.0
2020-09-03,426.64,426.72,418.0,422.14,317316.0,AUAZ0,224712.0
2020-09-04,419.56,422.4,417.14,420.1,326578.0,AUAZ0,218995.0
2020-09-07,418.56,422.06,417.0,419.4,289410.0,AUAZ0,215479.0
2020-09-08,419.4,421.0,418.06,419.54,155836.0,AUAZ0,214738.0
2020-09-09,417.44,423.06,414.56,419.0,337511.0,AUAZ0,212770.0
2020-09-10,421.3,424.04,420.96,422.88,221436.0,AUAZ0,215314.0
2020-09-11,425.32,426.46,420.14,423.92,253280.0,AUAZ0,211960.0
2020-09-14,422.02,423.9,420.96,422.48,163104.0,AUAZ0,211046.0
2020-09-15,423.54,424.44,422.26,423.52,171699.0,AUAZ0,208614.0
2020-09-16,423.56,424.0,420.16,421.56,180576.0,AUAZ0,209430.0
2020-09-17,422.56,423.66,417.72,420.78,234764.0,AUAZ0,213564.0
2020-09-18,419.0,420.84,416.36,418.72,182221.0,AUAZ0,210258.0
2020-09-21,420.16,423.14,419.2,420.96,164172.0,AUAZ0,209385.0
2020-09-22,417.02,418.02,396.82,411.3,475584.0,AUAZ0,211942.0
2020-09-23,411.96,413.14,403.14,409.4,317889.0,AUAZ0,210028.0
2020-09-24,405.0,407.46,398.74,403.14,314778.0,AUAZ0,209781.0
2020-09-25,401.04,405.04,399.9,402.44,243866.0,AUAZ0,206242.0
2020-09-28,402.78,405.56,401.74,403.34,184483.0,AUAZ0,203539.0
2020-09-29,405.02,409.62,404.88,407.52,175770.0,AUAZ0,200956.0
2020-09-30,409.66,411.56,408.72,410.16,137965.0,AUAZ0,197342.0
2020-10-09,407.96,410.56,407.58,409.06,71362.0,AUAZ0,196479.0
2020-10-12,410.94,415.16,410.5,412.88,175001.0,AUAZ0,198166.0
2020-10-13,414.42,414.8,411.4,413.28,141066.0,AUAZ0,195939.0
2020-10-14,410.84,410.84,404.2,406.64,193310.0,AUAZ0,188656.0
2020-10-15,409.54,410.22,405.06,407.62,146674.0,AUAZ0,187346.0
2020-10-16,406.16,409.78,405.82,407.8,151010.0,AUAZ0,186375.0
2020-10-19,407.78,409.22,405.58,407.44,155500.0,AUAZ0,183367.0
2020-10-20,408.66,408.92,405.42,407.12,136216.0,AUAZ0,184294.0
2020-10-21,407.46,409.84,406.18,408.22,151406.0,AUAZ0,179446.0
2020-10-22,409.96,411.0,407.14,409.16,153265.0,AUAZ0,175557.0
2020-10-23,407.44,407.92,404.86,406.36,145253.0,AUAZ0,173923.0
2020-10-26,407.14,407.66,403.84,405.58,167714.0,AUAZ0,169399.0
2020-10-27,406.42,409.06,406.4,408.06,151696.0,AUAZ0,162159.0
2020-10-28,408.36,410.08,407.92,409.0,120494.0,AUAZ0,158003.0
2020-10-29,404.6,404.86,401.82,403.26,212188.0,AUAZ0,154496.0
2020-10-30,400.44,403.06,398.48,400.96,198494.0,AUAZ0,148505.0
2020-11-02,403.44,404.68,401.34,403.2,151267.0,AUAZ0,139201.0
2020-11-03,404.76,406.52,404.12,405.34,109941.0,AUAZ0,133519.0
2020-11-04,407.16,409.44,406.54,408.0,165806.0,AUAZ0,131109.0
2020-11-05,407.72,408.26,402.78,406.24,146502.0,AUAZ0,129696.0
2020-11-06,409.6,414.24,409.08,411.5,188202.0,AUAZ0,127093.0
2020-11-09,412.56,414.52,410.54,412.78,165871.0,AUAZ0,120788.0
2020-11-10,403.16,403.36,395.06,398.08,258061.0,AUAZ0,113069.0
2020-11-11,398.74,399.76,397.76,398.78,105185.0,AUAZ0,108968.0
2020-11-12,398.2,399.18,395.56,397.54,133699.0,AUAZ0,101791.0
2020-11-13,398.62,400.56,398.16,399.8,102837.0,AUAZ0,95747.0
2020-11-16,401.06,403.32,399.78,401.76,105185.0,AUAZ0,89414.0
2020-11-17,398.26,401.82,397.28,399.82,104315.0,AUAZ0,81027.0
2020-11-18,399.6,400.82,396.28,398.62,87655.0,AUAZ0,76287.0
2020-11-19,395.6,398.92,393.96,396.64,96342.0,AUAZ0,70384.0
2020-11-20,395.56,396.26,393.82,395.3,92438.0,AUAZ0,60399.0
2020-11-23,395.74,397.74,395.16,396.28,80667.0,AUAZ0,51812.0
2020-11-24,395.64,395.68,385.58,386.88,141810.0,AUAZ0,43794.0
2020-11-25,383.6,384.3,381.56,383.0,94687.0,AUAZ0,33091.0
2020-11-26,384.16,384.48,381.4,383.08,69791.0,AUAG1,61668.0
2020-11-27,383.24,383.9,381.76,382.8,87027.0,AUAG1,64699.0
2020-11-30,382.28,382.78,370.28,375.48,197649.0,AUAG1,69429.0
2020-12-01,371.78,377.08,371.46,374.28,123297.0,AUAG1,67056.0
2020-12-02,380.2,382.36,379.46,380.92,137644.0,AUAG1,63111.0
2020-12-03,382.88,386.28,381.2,383.9,127570.0,AUAG1,61338.0
2020-12-04,386.7,387.44,382.78,385.36,121286.0,AUAG1,59118.0
2020-12-07,386.0,386.94,383.36,385.18,134348.0,AUAG1,60892.0
2020-12-08,384.22,392.18,383.8,389.16,146198.0,AUAG1,64088.0
2020-12-09,390.78,392.82,388.16,390.74,117553.0,AUAG1,61423.0
2020-12-10,388.72,390.08,384.38,386.84,128810.0,AUAG1,62306.0
2020-12-11,385.22,388.66,384.2,386.14,118041.0,AUAG1,60998.0
2020-12-14,385.26,388.14,384.06,386.1,117407.0,AUAG1,51002.0
2020-12-15,383.0,387.94,382.46,384.88,118340.0,AUAG1,52312.0
2020-12-16,388.12,391.06,387.76,389.4,103926.0,AUAG1,53332.0
2020-12-17,389.98,393.22,388.32,390.38,109335.0,AUAG1,55690.0
2020-12-18,394.94,397.48,393.44,395.64,129844.0,AUAG1,54600.0
2020-12-21,395.96,402.8,394.0,397.84,133771.0,AUAG1,55273.0
2020-12-22,396.96,397.58,394.14,396.3,135335.0,AUAG1,52384.0
2020-12-23,395.06,397.14,392.74,394.64,121551.0,AUAG1,49200.0
2020-12-24,392.5,396.32,392.26,394.8,103777.0,AUAG1,46772.0
2020-12-25,395.0,397.24,393.26,395.22,91966.0,AUAG1,47708.0
2020-12-28,397.0,401.2,389.96,398.36,96263.0,AUAG1,43411.0
2020-12-29,396.4,400.44,395.38,397.62,160917.0,AUAG1,41610.0
2020-12-30,396.16,397.28,394.14,395.94,111318.0,AUAG1,39178.0
2020-12-31,395.4,399.68,394.64,397.1,117553.0,AUAG1,37201.0
2021-01-04,400.98,402.8,400.9,402.1,57526.0,AUAG1,39504.0
2021-01-05,403.88,406.6,403.0,404.92,120443.0,AUAG1,39174.0
2021-01-06,406.0,406.96,403.66,405.5,111744.0,AUAG1,37436.0
2021-01-07,402.2,404.6,396.0,400.78,144477.0,AUAG1,33912.0
2021-01-08,400.54,401.0,397.5,399.56,95356.0,AUAG1,29720.0
2021-01-11,394.54,394.84,380.2,387.68,161329.0,AUAG1,28848.0
2021-01-12,386.36,389.74,383.72,386.68,90144.0,AUAG1,23586.0
2021-01-13,389.54,390.68,386.02,388.18,80959.0,AUAG1,20228.0
2021-01-14,388.98,390.34,384.3,387.92,67055.0,AUAM1,107118.0
2021-01-15,386.5,390.18,385.84,387.88,97553.0,AUAM1,110771.0
2021-01-18,387.98,388.78,382.08,385.52,131706.0,AUAM1,114356.0
2021-01-19,387.16,388.56,386.2,387.34,70338.0,AUAM1,117548.0
2021-01-20,386.4,389.52,385.26,387.36,93863.0,AUAM1,120653.0
2021-01-21,387.22,392.96,384.78,390.14,147688.0,AUAM1,123284.0
2021-01-22,391.36,391.94,389.52,390.74,108894.0,AUAM1,118234.0
2021-01-25,388.0,391.8,386.58,389.08,116924.0,AUAM1,115004.0
2021-01-26,391.54,392.58,388.34,390.58,118060.0,AUAM1,115303.0
2021-01-27,390.04,390.5,386.18,388.46,111222.0,AUAM1,118337.0
2021-01-28,386.8,389.6,385.4,387.32,130181.0,AUAM1,118555.0
2021-01-29,386.56,390.82,384.2,388.18,172434.0,AUAM1,118114.0
2021-02-01,390.38,393.42,386.74,390.04,246138.0,AUAM1,114301.0
2021-02-02,393.0,394.18,388.82,392.34,174280.0,AUAM1,111539.0
2021-02-03,387.36,387.36,383.46,385.1,180738.0,AUAM1,113267.0
2021-02-04,384.76,385.76,379.68,382.94,153568.0,AUAM1,122865.0
2021-02-05,381.3,381.5,375.04,377.44,183350.0,AUAM1,123703.0
2021-02-08,378.8,381.56,376.46,379.38,155550.0,AUAM1,119965.0
2021-02-09,382.56,385.84,381.5,384.04,117629.0,AUAM1,110073.0
2021-02-10,385.16,386.44,383.12,384.9,99733.0,AUAM1,105125.0
2021-02-17,,,,,,,105400.0
2021-02-18,374.98,374.98,372.44,373.64,70603.0,AUAM1,115294.0
2021-02-19,374.5,376.46,370.64,373.5,162778.0,AUAM1,124132.0
2021-02-22,372.7,377.82,372.1,375.24,176649.0,AUAM1,125451.0
2021-02-23,377.1,381.88,377.1,380.0,147001.0,AUAM1,128558.0
2021-02-24,380.66,380.92,377.08,379.34,132126.0,AUAM1,126672.0
2021-02-25,378.62,379.12,373.8,376.08,184423.0,AUAM1,129150.0
2021-02-26,374.06,375.18,368.5,372.18,234128.0,AUAM1,137827.0
2021-03-01,369.02,370.84,360.2,365.4,271417.0,AUAM1,136648.0
2021-03-02,365.0,366.34,358.44,362.66,205450.0,AUAM1,143591.0
2021-03-03,364.2,365.0,361.66,363.32,141168.0,AUAM1,141477.0
2021-03-04,362.02,362.14,357.26,360.34,209010.0,AUAM1,144283.0
2021-03-05,360.76,361.84,354.58,358.48,207121.0,AUAM1,141913.0
2021-03-08,357.72,361.98,355.74,359.1,179040.0,AUAM1,135418.0
2021-03-09,358.64,359.5,355.42,357.52,150596.0,AUAM1,134384.0
2021-03-10,360.54,364.86,360.38,363.02,172143.0,AUAM1,132288.0
2021-03-11,362.28,366.96,362.16,364.36,146580.0,AUAM1,132572.0
2021-03-12,366.12,366.3,360.4,363.18,151813.0,AUAM1,136810.0
2021-03-15,360.12,366.16,358.5,362.02,158017.0,AUAM1,133153.0
2021-03-16,365.22,366.22,363.2,364.96,117957.0,AUAM1,131515.0
2021-03-17,365.0,367.56,364.62,365.76,126259.0,AUAM1,129360.0
2021-03-18,365.1,369.96,363.6,366.96,157390.0,AUAM1,132863.0
2021-03-19,365.8,368.68,363.02,365.38,169281.0,AUAM1,128668.0
2021-03-22,367.22,368.36,365.02,366.76,143322.0,AUAM1,122918.0
2021-03-23,365.8,367.5,364.9,366.16,102751.0,AUAM1,120510.0
2021-03-24,367.0,367.36,364.12,365.52,131233.0,AUAM1,121185.0
2021-03-25,366.54,368.72,365.78,367.16,105658.0,AUAM1,121302.0
2021-03-26,366.5,370.6,365.12,367.68,176151.0,AUAM1,122172.0
2021-03-29,365.88,368.4,365.36,366.74,117453.0,AUAM1,122257.0
2021-03-30,366.58,367.22,361.32,363.46,172559.0,AUAM1,130818.0
2021-03-31,357.62,358.84,355.88,357.54,152998.0,AUAM1,135675.0
2021-04-01,357.46,365.52,357.36,361.78,168693.0,AUAM1,128041.0
2021-04-02,365.8,370.0,365.64,367.84,133687.0,AUAM1,129113.0
2021-04-06,367.38,369.18,366.5,368.34,63847.0,AUAM1,131597.0
2021-04-07,368.36,370.2,367.9,369.0,115028.0,AUAM1,132516.0
2021-04-08,368.92,371.5,367.5,369.08,134886.0,AUAM1,136015.0
2021-04-09,370.88,373.96,370.88,372.72,152545.0,AUAM1,138525.0
2021-04-12,369.72,370.96,367.76,369.48,148270.0,AUAM1,128696.0
2021-04-13,369.02,369.02,365.54,367.08,137766.0,AUAM1,123476.0
2021-04-14,367.88,370.56,367.88,369.44,128655.0,AUAM1,118943.0
2021-04-15,369.38,369.6,366.3,367.62,142833.0,AUAM1,119190.0
2021-04-16,369.12,374.08,368.92,372.38,152801.0,AUAM1,125219.0
2021-04-19,376.5,377.36,374.4,375.72,140592.0,AUAM1,123785.0
2021-04-20,374.2,374.48,371.42,372.98,128949.0,AUAM1,118776.0
2021-04-21,372.16,376.06,371.58,374.16,129375.0,AUAM1,120414.0
2021-04-22,375.58,378.1,375.02,376.7,140175.0,AUAM1,117927.0
2021-04-23,374.98,376.16,373.7,375.04,132908.0,AUAM1,114736.0
2021-04-26,376.7,377.48,371.9,373.98,162815.0,AUAM1,110942.0
2021-04-27,373.1,374.48,372.02,373.3,121133.0,AUAM1,110532.0
2021-04-28,374.1,375.04,370.86,372.8,151022.0,AUAM1,106097.0
2021-04-29,371.42,375.18,370.7,373.02,138559.0,AUAM1,101949.0
2021-04-30,373.18,373.18,367.82,370.08,156690.0,AUAM1,94403.0
2021-05-06,373.5,376.66,373.08,375.18,69253.0,AUAM1,94003.0
2021-05-07,376.28,381.22,375.48,379.42,156474.0,AUAM1,92635.0
2021-05-10,383.8,384.22,380.36,381.88,161755.0,AUAM1,89242.0
2021-05-11,382.68,383.34,380.56,382.08,126642.0,AUAM1,83496.0
2021-05-12,380.0,382.6,378.36,380.8,136685.0,AUAM1,78686.0
2021-05-13,383.5,384.44,379.5,381.52,154721.0,AUAM1,74562.0
2021-05-14,379.8,383.48,379.64,381.22,135687.0,AUAM1,77192.0
2021-05-17,383.42,388.5,382.96,385.68,134116.0,AUAM1,76304.0
2021-05-18,385.82,391.64,385.6,389.46,153390.0,AUAM1,70070.0
2021-05-19,390.0,390.54,387.72,389.02,131065.0,AUAM1,57758.0
2021-05-20,390.3,393.98,388.0,391.24,186338.0,AUAM1,51809.0
2021-05-21,390.18,393.0,389.54,390.82,113414.0,AUAM1,45851.0
2021-05-24,393.52,393.88,389.16,391.5,139920.0,AUAM1,40105.0
2021-05-25,391.26,391.38,387.82,389.82,121975.0,AUAM1,28991.0
2021-05-26,389.86,394.88,388.96,392.26,111268.0,AUAM1,22919.0
2021-05-27,,,,,,AUAU1,
2021-05-28,,,,,,AUAU1,
2021-05-31,,,,,,AUAU1,
2021-06-01,,,,,,AUAU1,
2021-06-02,,,,,,AUAU1,
2021-06-03,,,,,,AUAU1,
2021-06-04,,,,,,AUAU1,
2021-06-07,,,,,,AUAU1,
2021-06-08,,,,,,AUAU1,
2021-06-09,,,,,,AUAU1,
2021-06-10,,,,,,AUAU1,
2021-06-11,,,,,,AUAU1,
2021-06-15,,,,,,AUAU1,
2021-06-16,382.08,383.4,379.72,381.52,101316.0,AUAZ1,168335.0
2021-06-17,381.84,384.0,374.38,378.62,149885.0,AUAZ1,173596.0
2021-06-18,370.22,372.5,369.5,371.14,167921.0,AUAZ1,172151.0
2021-06-21,370.92,372.3,368.7,370.48,161977.0,AUAZ1,172811.0
2021-06-22,371.28,374.66,371.12,373.32,122215.0,AUAZ1,166974.0
2021-06-23,371.98,374.42,371.58,373.16,76440.0,AUAZ1,165722.0
2021-06-24,373.88,376.16,371.8,373.72,117978.0,AUAZ1,168221.0
2021-06-25,373.0,373.9,370.5,372.22,99429.0,AUAZ1,168791.0
2021-06-28,372.44,373.62,369.62,371.94,125440.0,AUAZ1,167239.0
2021-06-29,371.88,372.64,370.42,371.42,86764.0,AUAZ1,170436.0
2021-06-30,367.46,369.54,366.12,367.4,128592.0,AUAZ1,174865.0
2021-07-01,367.5,372.38,366.76,369.62,122028.0,AUAZ1,169955.0
2021-07-02,371.8,373.2,370.12,371.96,103477.0,AUAZ1,167139.0
2021-07-05,374.6,375.98,372.64,373.94,133466.0,AUAZ1,165679.0
2021-07-06,374.5,377.8,372.28,375.36,91273.0,AUAZ1,167119.0
2021-07-07,378.38,379.02,375.38,377.32,145870.0,AUAZ1,163935.0
2021-07-08,377.3,378.44,376.06,377.18,122603.0,AUAZ1,164844.0
2021-07-09,380.0,380.76,376.18,378.36,147647.0,AUAZ1,166341.0
2021-07-12,378.08,379.96,376.5,378.32,108697.0,AUAZ1,169146.0
2021-07-13,377.18,379.14,374.98,377.7,117478.0,AUAZ1,167895.0
2021-07-14,377.28,380.06,376.82,379.0,120729.0,AUAZ1,170881.0
2021-07-15,381.5,382.66,379.96,381.34,115976.0,AUAZ1,174985.0
2021-07-16,381.28,383.08,380.08,381.5,103066.0,AUAZ1,172415.0
2021-07-19,381.48,382.3,377.8,380.02,141541.0,AUAZ1,169375.0
2021-07-20,379.52,381.38,378.12,379.98,124603.0,AUAZ1,170397.0
2021-07-21,382.52,382.54,377.54,379.56,147174.0,AUAZ1,167582.0
2021-07-22,376.5,377.6,375.66,376.56,130983.0,AUAZ1,169102.0
2021-07-23,376.52,378.28,375.16,377.06,111409.0,AUAZ1,167275.0
2021-07-26,377.26,379.54,376.0,377.66,111773.0,AUAZ1,167615.0
2021-07-27,378.54,378.54,375.36,376.7,110121.0,AUAZ1,169626.0
2021-07-28,378.6,380.66,377.52,379.12,142958.0,AUAZ1,172518.0
2021-07-29,378.7,381.8,377.24,379.46,127838.0,AUAZ1,172910.0
2021-07-30,381.9,383.12,381.22,382.1,105481.0,AUAZ1,174179.0
2021-08-02,381.4,382.1,377.6,379.48,139682.0,AUAZ1,163558.0
2021-08-03,377.44,380.1,377.32,378.48,98232.0,AUAZ1,161628.0
2021-08-04,378.5,379.12,377.9,378.52,81068.0,AUAZ1,161151.0
2021-08-05,381.26,382.36,377.0,379.5,151677.0,AUAZ1,164130.0
2021-08-06,377.78,378.38,375.6,376.5,117978.0,AUAZ1,169075.0
2021-08-09,371.52,371.64,362.1,367.46,216464.0,AUAZ1,178597.0
2021-08-10,364.88,365.94,362.16,364.0,140271.0,AUAZ1,182514.0
2021-08-11,362.82,364.18,360.8,362.64,128875.0,AUAZ1,181145.0
2021-08-12,365.3,367.8,364.58,366.14,125076.0,AUAZ1,177641.0
2021-08-13,366.34,368.48,365.12,366.96,101361.0,AUAZ1,176218.0
2021-08-16,369.0,372.98,369.0,371.32,123664.0,AUAZ1,171907.0
2021-08-17,372.02,375.46,371.84,373.72,106219.0,AUAZ1,171740.0
2021-08-18,374.46,375.72,373.14,374.52,116885.0,AUAZ1,169026.0
2021-08-19,374.9,375.14,372.2,373.68,132639.0,AUAZ1,168500.0
2021-08-20,374.88,376.16,372.7,374.48,115068.0,AUAZ1,167847.0
2021-08-23,374.52,375.34,372.34,374.16,131472.0,AUAZ1,166162.0
2021-08-24,377.22,378.44,376.24,377.64,130830.0,AUAZ1,166060.0
2021-08-25,378.4,378.72,375.18,376.96,117951.0,AUAZ1,164348.0
2021-08-26,376.18,376.36,373.38,374.54,131542.0,AUAZ1,162352.0
2021-08-27,373.42,378.5,372.1,375.72,150179.0,AUAZ1,166528.0
2021-08-30,377.08,381.16,374.5,377.9,203739.0,AUAZ1,165580.0
2021-08-31,378.86,379.68,377.44,378.72,101798.0,AUAZ1,166345.0
2021-09-01,377.44,379.4,375.88,377.78,137823.0,AUAZ1,167142.0
2021-09-02,379.64,380.82,377.36,378.66,104293.0,AUAZ1,164443.0
2021-09-03,378.48,378.88,376.56,377.88,102387.0,AUAZ1,163961.0
2021-09-06,379.88,382.04,378.88,380.64,143744.0,AUAZ1,164582.0
2021-09-07,380.4,381.24,378.84,380.12,78036.0,AUAZ1,161407.0
2021-09-08,378.04,379.26,374.22,375.98,167842.0,AUAZ1,159303.0
2021-09-09,374.96,375.36,371.88,373.62,127951.0,AUAZ1,160372.0
2021-09-10,373.52,375.68,372.0,374.12,132367.0,AUAZ1,157040.0
2021-09-13,373.08,374.16,371.6,373.22,127658.0,AUAZ1,157853.0
2021-09-14,372.86,375.0,372.46,373.8,98133.0,AUAZ1,157861.0
2021-09-15,374.14,376.58,372.92,375.04,130531.0,AUAZ1,157109.0
2021-09-16,374.1,374.46,370.94,372.94,133143.0,AUAZ1,160777.0
2021-09-17,367.24,368.3,364.28,366.42,154250.0,AUAZ1,160573.0
2021-09-22,371.08,373.18,371.08,372.28,57035.0,AUAZ1,156988.0
2021-09-23,371.66,373.92,368.64,370.8,109003.0,AUAZ1,157597.0
2021-09-24,368.28,368.94,365.2,366.56,137054.0,AUAZ1,160962.0
2021-09-27,365.78,368.38,364.4,366.32,118307.0,AUAZ1,158001.0
2021-09-28,367.2,368.14,363.94,366.56,112198.0,AUAZ1,159165.0
2021-09-29,362.6,367.08,362.4,364.06,129797.0,AUAZ1,155242.0
2021-09-30,364.26,364.64,361.76,363.32,140055.0,AUAZ1,151679.0
2021-10-08,366.78,368.28,365.6,367.7,56683.0,AUAZ1,147243.0
2021-10-11,370.88,372.2,365.98,368.9,140192.0,AUAZ1,146727.0
2021-10-12,366.16,368.62,365.92,367.46,83906.0,AUAZ1,145528.0
2021-10-13,367.4,369.58,367.02,368.24,102254.0,AUAZ1,144475.0
2021-10-14,367.44,373.9,366.78,371.88,181822.0,AUAZ1,143981.0
2021-10-15,375.0,375.6,372.3,373.76,93779.0,AUAZ1,142299.0
2021-10-18,368.72,369.98,366.86,368.66,138360.0,AUAZ1,137562.0
2021-10-19,367.0,368.78,366.88,367.9,94492.0,AUAZ1,137915.0
2021-10-20,368.5,369.18,364.94,366.9,137498.0,AUAZ1,135049.0
2021-10-21,370.06,370.2,367.6,369.22,122282.0,AUAZ1,127037.0
2021-10-22,369.18,371.32,368.08,369.38,101225.0,AUAZ1,128332.0
2021-10-25,372.94,374.38,368.44,371.34,182657.0,AUAZ1,126939.0
2021-10-26,372.0,372.8,371.36,372.02,94982.0,AUAZ1,123028.0
2021-10-27,371.0,371.18,367.0,368.52,149465.0,AUAZ1,113356.0
2021-10-28,369.58,372.88,368.16,370.58,146203.0,AUAZ1,109421.0
2021-10-29,371.68,373.96,370.04,371.76,140767.0,AUAZ1,103484.0
2021-11-01,368.1,369.9,367.0,368.44,121484.0,AUAZ1,94942.0
2021-11-02,369.78,371.68,369.28,370.66,91075.0,AUAZ1,93259.0
